name,latitude,longitude,designation,states,description,activities,amenities
Rocky Mountain National Park,40.3556924,-105.6972879,National Park,CO,"Rocky Mountain National Park's 415 square miles (265,807 acres) encompasses a spectacular range of mountain environments. From meadows found in the montane life zone to glistening alpine lakes and up to the towering mountain peaks, there is something for everyone to discover. Along the way explore over 300 miles of hiking trails and incredible wildlife viewing.","Arts and Culture, Auto and ATV, Scenic Driving, Astronomy, Stargazing, Camping, Backcountry Camping, Car or Front Country Camping, Group Camping, RV Camping, Climbing, Fishing, Hiking, Junior Ranger Program, Skiing, Cross-Country Skiing, Snow Play, Snowshoeing, Wildlife Watching, Park Film, Shopping, Bookstore and Park Store",
Roger Williams National Memorial,41.8298955,-71.41056665,National Memorial,RI,"""I acknowledge that to molest any person, Jew or Gentile, for either professing doctrine, or practicing worship meerly religious or spiritual, is to persecute him, and such a person (whether his doctrine or practice be true or false) suffers persecution for conscience."" -Roger Williams, 1644 Banished by the English and saved by the First Peoples, Roger Williams founded Providence here in 1636.","Arts and Culture, Cultural Demonstrations, Live Music, Food, Guided Tours, Self-Guided Tours - Walking, Living History, First Person Interpretation, Junior Ranger Program, Shopping, Bookstore and Park Store, Gift Shop and Souvenirs",
Roosevelt Campobello International Park,44.8736,-66.9621,International Park,ME,"For many years, Franklin D. Roosevelt summered on Campobello Island. As an adult, he shared with his family the same active pursuits he enjoyed on the island as child. Although he visited less frequently after contracting polio, Campobello remained important to FDR. Today Roosevelt Campobello International Park serves as a memorial to FDR and a symbol of cooperation between the U.S. and Canada.",Museum Exhibits,
Rosie the Riveter WWII Home Front National Historical Park,37.90999027,-122.360156,National Historical Park,CA,"Celebrate and honor the contributions and sacrifices of American civilians on the WWII home front. Discover how diverse communities lived, worked, and interacted. Many faces, many stories, many truths, weave a rich tapestry of experiences from this era of opportunity and loss.","Guided Tours, Self-Guided Tours - Walking, Self-Guided Tours - Auto, Living History, Junior Ranger Program, Park Film, Museum Exhibits",
Russell Cave National Monument,34.97402063,-85.81560314,National Monument,AL,"Russell Cave National Monument is an archeological site with one of the most complete records of prehistoric cultures in the Southeast. In the 1950s, archeologists uncovered a large quantity of artifacts representing 12,000 years of use in a single place. Although you cannot go in the cave, the discovered artifacts help bring to light many cultural developments of phenomenal human journeys.","Guided Tours, Hiking, Front-Country Hiking, Living History, Historic Weapons Demonstration, Junior Ranger Program, Wildlife Watching, Birdwatching, Museum Exhibits, Shopping, Bookstore and Park Store",
Sagamore Hill National Historic Site,40.88579128,-73.49686438,National Historic Site,NY,"Sagamore Hill was the home of Theodore Roosevelt, 26th President of the United States, from 1885 until his death in 1919. During Roosevelt's time in office, his ""Summer White House"" was the focus of international attention. Explore 83 acres of natural surroundings, historic buildings and trails to become inspired by the legacy of one of America's most popular presidents.","Arts and Culture, Craft Demonstrations, Live Music, Astronomy, Biking, Road Biking, Compass and GPS, Geocaching, Food, Picnicking, Guided Tours, Self-Guided Tours - Walking, Hands-On, Citizen Science, Arts and Crafts, Hiking, Front-Country Hiking, Living History, Reenactments, Junior Ranger Program, Wildlife Watching, Birdwatching, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store",
Saguaro National Park,32.20909636,-110.7574974,National Park,AZ,"Tucson, Arizona is home to the nation's largest cacti. The giant saguaro is the universal symbol of the American west. These majestic plants, found only in a small portion of the United States, are protected by Saguaro National Park, to the east and west of the modern city of Tucson. Here you have a chance to see these enormous cacti, silhouetted by the beauty of a magnificent desert sunset.","Arts and Culture, Auto and ATV, Scenic Driving, Astronomy, Stargazing, Biking, Camping, Backcountry Camping, Guided Tours, Hiking, Backcountry Hiking, Front-Country Hiking, Junior Ranger Program, Park Film",
Saint Croix Island International Historic Site,45.12858838,-67.13363651,International Historic Site,ME,"The winter of 1604-1605 on Saint Croix Island was a cruel one for Pierre Dugua's French expedition. Iced in by freezing temperatures and cut off from fresh water and game, 35 of 79 men died. As spring arrived and native people traded game for bread, the health of those remaining improved. Although the expedition moved on by summer, the beginning of French presence in North America had begun.","Paddling, Junior Ranger Program, Wildlife Watching",
Saint Croix National Scenic Riverway,45.70019235,-92.36126685,National Scenic Riverway,"WI,MN","Grab your paddle and your longing for adventure and head to the St. Croix and Namekagon rivers! Together they form the St. Croix National Scenic Riverway, offering over 200 miles of clean water that glides and rushes through a forested landscape. Paddle, boat, fish, and camp among this wild and scenic beauty. Hiking and historic towns also beckon.","Boating, Motorized Boating, Camping, Canoe or Kayak Camping, Fishing, Freshwater Fishing, Fly Fishing, Hands-On, Citizen Science, Hiking, Hunting and Gathering, Hunting, Paddling, Canoeing, Canoe or Kayak Camping, Kayaking, Junior Ranger Program, Tubing, Wildlife Watching, Birdwatching, Park Film",
Saint Paul's Church National Historic Site,40.89283511,-73.82577276,National Historic Site,NY,"Since 1665, Saint Paul's Church played a vital role in the colonial life of Eastchester, 20 miles north of New York City. Townspeople voted at the nearby Village Green; local militia drilled outside its doors. But the American Revolution changed everything. American, British and Hessian troops tore down the old wooden meetinghouse for firewood and used the unfinished stone chapel as a hospital.","Arts and Culture, Live Music, Food, Picnicking, Guided Tours, Self-Guided Tours - Walking, Hands-On, Arts and Crafts, Museum Exhibits",
Saint-Gaudens National Historical Park,43.4997238,-72.37333969,National Historical Park,NH,Your National Park for the Arts preserves the home and studio of sculptor Augustus Saint-Gaudens (1848-1907). Here stories flow through a landscape of inspiration. Discover the history behind the captivating bronze sculptures and enjoy the beauty of art and nature. The park and its partners continue the tradition of the Cornish Colony of artists. Unleash your creativity today.,"Arts and Culture, Craft Demonstrations, Cultural Demonstrations, Live Music, Theater, Astronomy, Stargazing, Food, Picnicking, Guided Tours, Hands-On, Citizen Science, Arts and Crafts, Hiking, Front-Country Hiking, Junior Ranger Program, Skiing, Cross-Country Skiing, Snow Play, Snowshoeing, Wildlife Watching, Birdwatching, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store, Gift Shop and Souvenirs",
Salem Maritime National Historic Site,42.52024529,-70.88640867,National Historic Site,MA,"Established on March 17, 1938 as the first National Historic Site in the United States, Salem Maritime National Historic Site consists of nine acres of land and twelve historic structures along the Salem waterfront, as well as a downtown visitor center. Located in the urban setting of Salem, the park preserves and interprets over 600 years of New England's maritime history and global connections.","Guided Tours, Self-Guided Tours - Walking, Self-Guided Tours - Auto, Junior Ranger Program, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store, Gift Shop and Souvenirs",
Salinas Pueblo Missions National Monument,34.35423203,-106.2050309,National Monument,NM,"Tucked away in the middle of New Mexico you’ll find Salinas Pueblo Missions National Monument. Its three distinct sites offer a glimpse into a unique time in history—a time entrenched with cultural borrowing, conflict and struggles. These sites continue to stand as reminders of the Spanish and Pueblo peoples’ early encounters and prompt exploration of today’s interactions among different people.","Astronomy, Stargazing, Food, Picnicking, Guided Tours, Self-Guided Tours - Walking, Hiking, Front-Country Hiking, Junior Ranger Program, Wildlife Watching, Birdwatching, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store",
Salt River Bay National Historical Park and Ecological Preserve,17.77908602,-64.75519348,National Historical Park and Ecological Preserve,VI,Salt River Bay National Historical Park and Ecological Preserve uniquely documents the human and natural Caribbean world from the earliest indigenous settlements in the central Caribbean to their clash with seven different colonial European powers to the present day.,"Paddling, Kayaking, SCUBA Diving, Snorkeling, Swimming, Saltwater Swimming, Museum Exhibits",
San Antonio Missions National Historical Park,29.31262089,-98.4289522,National Historical Park,TX,"Welcome to San Antonio Missions, a National Park Service site and the only UNESCO World Heritage Site in Texas. After thousands of years, South Texans faced drought, European diseases, and colonization. In the 1700s, these Indigenous South Texans foreswore their traditional subsistence lifestyle and assimilated for survival to the Spanish ways, accepting a new religion, diet, economy and more.","Arts and Culture, Biking, Road Biking, Guided Tours, Self-Guided Tours - Walking, Self-Guided Tours - Auto, Hiking, Junior Ranger Program, Wildlife Watching, Birdwatching, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store, Gift Shop and Souvenirs",
San Francisco Maritime National Historical Park,37.81005871,-122.4244415,National Historical Park,CA,"Established in 1988, San Francisco Maritime National Historical Park celebrates America’s maritime heritage on the Pacific Coast. Our 50-acre park has grown around Aquatic Park Cove, a protected area in the stunning San Francisco Bay. As you explore the cove and the historic landmarks around it, you will experience the sights, sounds, and stories of the city’s seafaring past.","Arts and Culture, Craft Demonstrations, Cultural Demonstrations, Live Music, Boating, Sailing, Boat Tour, Guided Tours, Self-Guided Tours - Walking, Boat Tour, Hands-On, Arts and Crafts, Living History, First Person Interpretation, Junior Ranger Program, Museum Exhibits, Shopping, Bookstore and Park Store, Gift Shop and Souvenirs",
San Juan Island National Historical Park,48.51241933,-123.0610277,National Historical Park,WA,"San Juan Island is well known for its splendid vistas, saltwater shores, quiet woodlands, orca whales and one of the last remaining native prairies in the Puget Sound/Northern Straits region. But it was also here in 1859 that the United States and Great Britain nearly went to war over possession of the island, the crisis ignited by the death of a pig.","Arts and Culture, Cultural Demonstrations, Biking, Food, Picnicking, Guided Tours, Self-Guided Tours - Walking, Hiking, Hunting and Gathering, Gathering and Foraging, Living History, Reenactments, Historic Weapons Demonstration, First Person Interpretation, Paddling, Kayaking, Junior Ranger Program, Swimming, Saltwater Swimming, Wildlife Watching, Birdwatching, Shopping, Bookstore and Park Store, Gift Shop and Souvenirs",
San Juan National Historic Site,18.46873857,-66.11848623,National Historic Site,PR,San Juan National Historic Site preserves stories of great ambition and aspirations. Countries fought for control of this tiny yet strategic island for centuries. Generations of soldiers have lived and worked within the forts. Visitors today are as inspired by these stories as they are by the beauty of the architecture and the ingenuity of design and engineering of this World Heritage Site.,"Arts and Culture, Food, Picnicking, Guided Tours, Hiking, Junior Ranger Program, Wildlife Watching, Birdwatching, Shopping, Bookstore and Park Store",
Sand Creek Massacre National Historic Site,38.56414189,-102.5169542,National Historic Site,CO,"On November 29th, 1864, Chiefs Black Kettle, White Antelope, Left Hand and others were encamped with around 750 Arapaho and Cheyenne people in a valley by the Big Sandy Creek. A hope for peace, brought forth by Black Kettle was in the balance. It was a tragic day where the blood of the Cheyenne and Arapaho was shed, and a painful memory for generations of Native Americans was made.","Guided Tours, Hiking, Wildlife Watching, Birdwatching, Shopping, Bookstore and Park Store",
Santa Fe National Historic Trail,37.7276522226,-99.921969227,National Historic Trail,"CO,KS,MO,NM,OK","You can almost hear the whoops and cries of ""All's set!"" as trail hands hitched their oxen to freight wagons carrying cargo between western Missouri and Santa Fe, New Mexico. Follow the Santa Fe National Historic Trail through five states and you'll find adventure and evidence of past travelers who made this remarkable trip before you!","Arts and Culture, Theater, Auto and ATV, Scenic Driving, Guided Tours, Self-Guided Tours - Auto, Hiking, Junior Ranger Program, Museum Exhibits",
Santa Monica Mountains National Recreation Area,34.09777606,-118.7708619,National Recreation Area,CA,"The Santa Monica Mountains offer easy access to surprisingly wild places. Experience the famous beaches of Malibu or explore more than 500 miles of trails. The park abounds with historical and cultural sites, from old movie ranches to Native American centers. What will you and your family discover?","Biking, Mountain Biking, Camping, Car or Front Country Camping, Climbing, Rock Climbing, Compass and GPS, Geocaching, Hiking, Front-Country Hiking, Horse Trekking, Horseback Riding, Junior Ranger Program, Shopping, Bookstore and Park Store",
Saratoga National Historical Park,42.99522612,-73.63386108,National Historical Park,NY,"In 1777, a large British invasion force met an equally large American army here at Saratoga. After two intense battles, an eight-mile retreat, and a three-day siege, British General John Burgoyne surrendered his entire force. This first ever surrender of a British Army is one of the pivotal moments in determining the outcome of the Revolutionary War, forever changing the future of the world.","Arts and Culture, Craft Demonstrations, Cultural Demonstrations, Live Music, Auto and ATV, Scenic Driving, Biking, Road Biking, Food, Picnicking, Guided Tours, Self-Guided Tours - Walking, Self-Guided Tours - Auto, Hiking, Front-Country Hiking, Horse Trekking, Horseback Riding, Junior Ranger Program, Tubing, Snow Tubing, Skiing, Cross-Country Skiing, Snow Play, Snowshoeing, Wildlife Watching, Birdwatching, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store, Gift Shop and Souvenirs",
Saugus Iron Works National Historic Site,42.46830664,-71.0076953,National Historic Site,MA,"In the 1600's, on the banks of the Saugus River, something extraordinary happened! Explore the place where European iron makers brought their special skills to a young Massachusetts colony. Saugus Iron Works is a twelve-acre National Historic Site that includes working waterwheels, forges, mills, a historic 17th century home, and a lush river basin.","Guided Tours, Junior Ranger Program, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store",
Scotts Bluff National Monument,41.83464193,-103.7071351,National Monument,NE,"Towering 800 feet above the North Platte River, Scotts Bluff has served as a landmark for peoples from Native Americans to emigrants on the Oregon, California and Mormon Trails to modern travelers. Rich with geological and paleontological history as well as human history, there is much to discover while exploring the 3,000 acres of Scotts Bluff National Monument.","Arts and Culture, Cultural Demonstrations, Auto and ATV, Scenic Driving, Biking, Food, Picnicking, Guided Tours, Self-Guided Tours - Walking, Hiking, Backcountry Hiking, Front-Country Hiking, Living History, Junior Ranger Program, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store",
Selma To Montgomery National Historic Trail,32.27082092,-86.72823702,National Historic Trail,AL,"Established by Congress in 1996, the Selma to Montgomery National Historic Trail commemorates the people, events, and route of the 1965 Voting Rights March in Alabama. Led by Dr. Martin Luther King, Jr., Black and White non-violent supporters fought for the right to vote in Central Alabama. Today, you can connect with this history and trace the events of these marches along the 54-mile trail.","Guided Tours, Self-Guided Tours - Walking, Hands-On, Volunteer Vacation, Junior Ranger Program, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store",
Sequoia & Kings Canyon National Parks,36.71277299,-118.587429,National Parks,CA,"Huge mountains, rugged foothills, deep canyons, vast caverns, and the world’s largest trees exemplify the diversity of landscapes, life, and beauty here. Explore these pages to plan your visit or to learn about the plants and animals here and the threats they face. Ancient giant sequoias may seem invincible, but they, too are vulnerable.","Auto and ATV, Scenic Driving, Astronomy, Stargazing, Camping, Backcountry Camping, Car or Front Country Camping, Horse Camping (see also Horse/Stock Use), Group Camping, RV Camping, Caving, Climbing, Rock Climbing, Fishing, Freshwater Fishing, Fly Fishing, Food, Dining, Picnicking, Guided Tours, Hands-On, Citizen Science, Hiking, Backcountry Hiking, Front-Country Hiking, Horse Trekking, Horseback Riding, Junior Ranger Program, Skiing, Cross-Country Skiing, Snow Play, Snowshoeing, Wildlife Watching, Birdwatching, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store, Gift Shop and Souvenirs",
Shenandoah National Park,38.49236644,-78.46907715,National Park,VA,"Just 75 miles from the bustle of Washington, D.C., Shenandoah National Park is a land bursting with cascading waterfalls, spectacular vistas, fields of wildflowers, and quiet wooded hollows. With over 200,000 acres of protected lands that are haven to deer, songbirds, and black bear, there's so much to explore...and your journey begins right here!","Auto and ATV, Scenic Driving, Astronomy, Stargazing, Biking, Road Biking, Camping, Backcountry Camping, Car or Front Country Camping, Group Camping, RV Camping, Climbing, Rock Climbing, Compass and GPS, Geocaching, Fishing, Food, Dining, Picnicking, Hands-On, Citizen Science, Hiking, Horse Trekking, Horseback Riding, Hunting and Gathering, Gathering and Foraging, Junior Ranger Program, Wildlife Watching, Birdwatching, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store, Gift Shop and Souvenirs",
Shiloh National Military Park,35.13850907,-88.3421072,National Military Park,"TN,MS","Visit the sites of the most epic struggle in the Western Theater of the Civil War. Nearly 110,000 American troops clashed in a bloody contest that resulted in 23,746 casualties; more casualties than in all of America's previous wars combined. Explore both the Shiloh and Corinth battlefields to discover the impact of this struggle on the soldiers and on the nation.","Arts and Culture, Cultural Demonstrations, Auto and ATV, Scenic Driving, Biking, Road Biking, Food, Picnicking, Guided Tours, Self-Guided Tours - Walking, Self-Guided Tours - Auto, Living History, Historic Weapons Demonstration, Junior Ranger Program, Wildlife Watching, Birdwatching, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store",
Sitka National Historical Park,57.04718173,-135.3156876,National Historical Park,AK,"On an island amid towering spruce and hemlock, Sitka National Historical Park preserves the site of a battle between invading Russian traders and Indigenous Kiks.ádi Tlingit. Totem poles from Tlingit and Haida areas line the park’s scenic coastal trail, and the restored Russian Bishop’s House is a rare reminder of Russia’s colonial legacy in North America.","Arts and Culture, Craft Demonstrations, Fishing, Food, Picnicking, Guided Tours, Hands-On, Citizen Science, Hiking, Hunting and Gathering, Gathering and Foraging, Junior Ranger Program, Wildlife Watching, Birdwatching, Park Film, Museum Exhibits",
Sleeping Bear Dunes National Lakeshore,44.92844962,-86.02706591,National Lakeshore,MI,"Miles of sand beach, bluffs that tower 450’ above Lake Michigan, lush forests, clear inland lakes, unique flora and fauna make up the natural world of Sleeping Bear Dunes. High dunes afford spectacular views across the lake. An island lighthouse, US Life-Saving Service stations, coastal villages, and picturesque farmsteads reflect the park’s rich maritime, agricultural, and recreational history.","Auto and ATV, Scenic Driving, Astronomy, Stargazing, Biking, Camping, Backcountry Camping, Group Camping, Fishing, Guided Tours, Self-Guided Tours - Walking, Self-Guided Tours - Auto, Hiking, Hunting and Gathering, Hunting, Paddling, Canoeing, Kayaking, Junior Ranger Program, Tubing, Skiing, Cross-Country Skiing, Snowshoeing, Swimming, Freshwater Swimming, Wildlife Watching, Birdwatching, Shopping, Bookstore and Park Store",
Springfield 1908 Race Riot National Monument,39.8027,-89.6422,National Monument,IL,"In August 1908, a large White mob attacked the Black community in Springfield, Illinois. Rioters destroyed homes and businesses and lynched two men. The event led to the founding of the National Association for the Advancement of Colored People (NAACP). Today, archeological evidence gives a rare glimpse into a community devastated by the race riots of the early 20th century.",,
Springfield Armory National Historic Site,42.1086368,-72.57967415,National Historic Site,MA,"For nearly two centuries, the U.S. Armed Forces and American industry looked to Springfield Armory for innovative engineering and superior firearms. Springfield Armory National Historic Site commemorates the critical role of the nation’s first armory by preserving and interpreting the world's largest historic US military small arms collection, along with historic archives, buildings and landscape.","Cultural Demonstrations, Guided Tours, Historic Weapons Demonstration, Junior Ranger Program, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store",
Star-Spangled Banner National Historic Trail,39.2872505188,-76.6034317017,National Historic Trail,"MD,VA,DC","The Star-Spangled Banner National Historic Trail is a collection of sites impacted by the War of 1812. These local, historic sites tell the story of the Chesapeake Campaign, culminating in the writing of our National Anthem. In addition to their historic significance, many of the sites along the trail are fantastic places to go for a walk, explore the outdoors, and access local waterways.","Arts and Culture, Cultural Demonstrations, Live Music, Biking, Mountain Biking, Road Biking, Boating, Sailing, Camping, Canoe or Kayak Camping, Car or Front Country Camping, RV Camping, Compass and GPS, Geocaching, Fishing, Freshwater Fishing, Fly Fishing, Saltwater Fishing, Food, Dining, Picnicking, Guided Tours, Self-Guided Tours - Walking, Self-Guided Tours - Auto, Hiking, Front-Country Hiking, Living History, Reenactments, Historic Weapons Demonstration, Paddling, Canoeing, Canoe or Kayak Camping, Kayaking, Stand Up Paddleboarding, Junior Ranger Program, Wildlife Watching, Birdwatching, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store",
Statue Of Liberty National Monument,40.6898,-74.0451,National Monument,NY,"A gift of friendship from the people of France to the United States ""The Statue of Liberty Enlightening the World"" is recognized as a universal symbol of freedom and democracy. It was dedicated by President Grover Cleveland on October 28, 1886. Designated as a National Monument in 1924, employees of the National Park Service have been caring for the Statue of Liberty since 1933.","Food, Dining, Picnicking, Guided Tours, Self-Guided Tours - Walking, Junior Ranger Program, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store, Gift Shop and Souvenirs",
Ste. Geneviève National Historical Park,37.9792171421,-90.0432157516,National Historical Park,MO,"Established by 1750, Ste. Geneviève was the first permanent European settlement in Missouri. Early French Canadian settlers were drawn here by the rich agricultural land known as Le Grand Champ (the Big Field). After the flood of 1785, the town relocated to its present location on higher ground approximately three miles to the northwest of its original site.","Arts and Culture, Guided Tours, Self-Guided Tours - Walking, Junior Ranger Program, Museum Exhibits, Shopping, Bookstore and Park Store",
Steamtown National Historic Site,41.40757521,-75.67037255,National Historic Site,PA,"You'd feel heat from the firebox, smell hot steam and oil; you'd hear the whistle, feel the ground vibrate, and watch as one-ton drive rods turned steel wheels. Remember the sound of ""chuff-chuff"" from the smokestack? Today, you can learn the history of steam railroad transportation, and the people who built, repaired and rode, as we work to preserve a special era in America's industrial history!","Food, Picnicking, Guided Tours, Self-Guided Tours - Walking, Hands-On, Junior Ranger Program, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store, Gift Shop and Souvenirs",
Stones River National Battlefield,35.87608652,-86.43078399,National Battlefield,TN,"The Battle of Stones River began on the last day of 1862 and became one of the bloodiest conflicts of the Civil War. The battle produced important military and political gains for the Union, and it changed forever the people who lived and fought here.","Arts and Culture, Cultural Demonstrations, Theater, Biking, Road Biking, Fishing, Food, Picnicking, Guided Tours, Self-Guided Tours - Walking, Self-Guided Tours - Auto, Hands-On, Arts and Crafts, Hiking, Living History, Historic Weapons Demonstration, Junior Ranger Program, Wildlife Watching, Birdwatching, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store",
Stonewall National Monument,40.7337799072,-74.0006866455,National Monument,NY,"Before the 1960s, almost everything about living authentically as a lesbian, a bisexual person or a gay man was illegal. The Stonewall Uprising on June 28, 1969 is a milestone in the quest for civil rights and provided momentum for a movement.","Guided Tours, Self-Guided Tours - Walking, Museum Exhibits",
Sunset Crater Volcano National Monument,35.37114323,-111.510376,National Monument,AZ,"The lava flow lies on the land like a dream, a wonderland of rock. A thousand years ago the ground was torn open and lava erupted into the sky, forever changing the landscape and the lives of the people who lived here. A thousand years later, trees and flowers grow among the rocks, and people visit the lava flow to see and remember the most recent volcanic eruption in Arizona.","Astronomy, Stargazing, Guided Tours, Self-Guided Tours - Walking, Junior Ranger Program, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store",
Tallgrass Prairie National Preserve,38.44023613,-96.5670822,National Preserve,KS,"Tallgrass prairie once covered 170 million acres of North America, but within a generation most of it had been transformed into farms, cities, and towns. Today less than 4% remains intact, mostly in the Kansas Flint Hills. Established on November 12, 1996, the preserve protects a nationally significant remnant of the once vast tallgrass prairie ecosystem. Here the tallgrass makes its last stand.","Arts and Culture, Cultural Demonstrations, Astronomy, Stargazing, Fishing, Freshwater Fishing, Food, Picnicking, Guided Tours, Self-Guided Tours - Walking, Hands-On, Hiking, Backcountry Hiking, Front-Country Hiking, Living History, Junior Ranger Program, Wildlife Watching, Birdwatching, Park Film, Shopping, Bookstore and Park Store",
Thaddeus Kosciuszko National Memorial,39.94345312,-75.14732045,National Memorial,PA,Visit the house where wounded Polish freedom fighter Thaddeus Kosciuszko lived and hear how this brilliant military engineer designed successful fortifications during the American Revolution. See the room where he received notable visitors such as Chief Little Turtle and Thomas Jefferson.,"Guided Tours, Self-Guided Tours - Walking, Junior Ranger Program",
The White House and President's Park,38.89541886,-77.03654147,,DC,"The White House is owned by the American people and stewarded by the National Park Service. It is more than the President's residence; it is a site for protests and national discourse about what it means to be American. As one of the most iconic sites in the country, the White House and President's Park seeks to tell the stories of all people who have lived, worked, and visited.","Arts and Culture, Live Music, Guided Tours, Self-Guided Tours - Walking, Junior Ranger Program, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store",
Theodore Roosevelt Birthplace National Historic Site,40.7386469,-73.98903703,National Historic Site,NY,"This is the boyhood home of the first U.S. president to be born in New York City. Raised in a townhouse at 28 E. 20th St., Theodore Roosevelt would grow up to be our 26th President and become immortalized on Mount Rushmore. However, he started life as a sickly yet bright boy who exercised to improve his health and began a lifelong passion for the ""strenuous life.""","Guided Tours, Junior Ranger Program, Park Film, Museum Exhibits, Shopping, Gift Shop and Souvenirs",
Theodore Roosevelt Inaugural National Historic Site,42.90146781,-78.87248411,National Historic Site,NY,"As president, Theodore Roosevelt created protections for ordinary citizens, began regulation of big business, and made the US a major force in international affairs. Yet one of the most important presidencies in America's history nearly didn't happen. See the place where a brief, emotional, and improvised ceremony in Buffalo, NY brought TR into office, and forever altered the nation.","Arts and Culture, Food, Guided Tours, Self-Guided Tours - Walking, Hands-On, Living History, First Person Interpretation, Junior Ranger Program, Park Film, Museum Exhibits",
Theodore Roosevelt Island,38.89584162,-77.06241918,,DC,"In the 1930s, landscape architects transformed Mason’s Island from neglected, overgrown farmland into Theodore Roosevelt Island, a memorial to America’s 26th president. They conceived a “real forest” designed to mimic the natural forest that once covered the island. Today miles of trails through wooded uplands and swampy bottomlands honor the legacy of a great outdoorsman and conservationist.","Guided Tours, Self-Guided Tours - Walking, Hiking, Paddling, Canoeing, Kayaking, Wildlife Watching, Birdwatching",
Theodore Roosevelt National Park,47.17777274,-103.4300083,National Park,ND,"When Theodore Roosevelt came to Dakota Territory to hunt bison in 1883, he was a skinny, young, spectacled dude from New York. He could not have imagined how his adventure in this remote and unfamiliar place would forever alter the course of the nation. The rugged landscape and strenuous life that TR experienced here would help shape a conservation policy that we still benefit from today.","Auto and ATV, Scenic Driving, Astronomy, Stargazing, Biking, Road Biking, Camping, Backcountry Camping, Car or Front Country Camping, Horse Camping (see also Horse/Stock Use), Group Camping, Food, Picnicking, Guided Tours, Self-Guided Tours - Walking, Hiking, Backcountry Hiking, Front-Country Hiking, Off-Trail Permitted Hiking, Horse Trekking, Horse Camping (see also camping), Junior Ranger Program, Wildlife Watching, Birdwatching, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store",
Thomas Cole National Historic Site,42.22570607,-73.86154864,National Historic Site,NY,"In 1825, America was still a new nation, just forming its own unique identity and traditions. Thomas Cole invented a new style of art, one that Americans could call their own. His landscape paintings launched the art movement known as the Hudson River School. His groundbreaking achievements took place here in Catskill, New York -- in the ""peaceful shades"" of his beloved home, Cedar Grove.","Arts and Culture, Guided Tours, Self-Guided Tours - Walking, Wildlife Watching, Birdwatching, Museum Exhibits",
Thomas Edison National Historical Park,40.78549896,-74.23821139,National Historical Park,NJ,"Today, the brick buildings on Main Street in West Orange, NJ seem quiet, betraying little evidence of the research, development, and innovation of their heyday. Visitors can step back in time to Thomas Edison’s home and laboratory, when machines were run by belts and pulleys and music was played on phonographs. Discover where America’s greatest inventor changed our world forever.","Guided Tours, Self-Guided Tours - Walking, Junior Ranger Program",
Thomas Jefferson Memorial,38.88101431,-77.03632572,,DC,"Author of the Declaration of Independence, statesman and visionary for the founding of a nation.","Guided Tours, Self-Guided Tours - Walking, Junior Ranger Program",
Thomas Stone National Historic Site,38.52934443,-77.037813,National Historic Site,MD,"In 1776, Thomas Stone and 55 others signed the Declaration of Independence. In doing so, Stone risked his home, his family's security, and even his life to support the Declaration of Independence's promise of freedom.","Guided Tours, Hiking, Junior Ranger Program, Wildlife Watching, Shopping, Bookstore and Park Store",
Timpanogos Cave National Monument,40.44039719,-111.7093944,National Monument,UT,"The visitor center, caves, and cave tours are now open for the 2025 season. Hike your way past stunning vistas to explore a hidden underground world. Taste the thrill of caving as you twist and bend to enter beautifully decorated rooms. Learn the science behind formations and hear stories of cave exploration and preservation. Experience and discover as you go – geologic mysteries await","Caving, Guided Tours, Hiking, Junior Ranger Program",
Timucuan Ecological & Historic Preserve,30.47251894,-81.49950104,Ecological & Historic Preserve,FL,"Visit one of the last unspoiled coastal wetlands on the Atlantic Coast. Discover 6,000 years of human history and experience the beauty of salt marshes, coastal dunes, and hardwood hammocks. The Timucuan Preserve includes Fort Caroline and Kingsley Plantation.","Auto and ATV, Scenic Driving, Biking, Boating, Motorized Boating, Fishing, Food, Picnicking, Guided Tours, Self-Guided Tours - Walking, Self-Guided Tours - Auto, Hiking, Living History, Historic Weapons Demonstration, Paddling, Canoeing, Kayaking, Stand Up Paddleboarding, Junior Ranger Program, Swimming, Saltwater Swimming, Wildlife Watching, Birdwatching, Museum Exhibits, Shopping, Bookstore and Park Store",
